edge_type_id target_query source_query syn_weight target_sections dynamics_params distance_range model_template delay
103 pop_name=='PyrA' * 10.0 ['somatic'] tone2PN.json "[10.0, 11.0]" tone2pyr 0.1
104 pop_name=='PyrC' * 10.0 ['somatic'] tone2PN.json "[10.0, 11.0]" tone2pyr 0.1
105 pop_name=='Int' * 3.0 ['somatic'] tone2INT.json "[10.0, 11.0]" tone2pyr 0.1
