timestamps population node_ids
190300 'tone' 0
190350 'tone' 0
190400 'tone' 0
190450 'tone' 0
190500 'tone' 0
194000 'tone' 0
194050 'tone' 0
194100 'tone' 0
194150 'tone' 0
194200 'tone' 0
194250 'tone' 0
194300 'tone' 0
194350 'tone' 0
194400 'tone' 0
194450 'tone' 0
194500 'tone' 0
198000 'tone' 0
198050 'tone' 0
198100 'tone' 0
198150 'tone' 0
198200 'tone' 0
198250 'tone' 0
198300 'tone' 0
198350 'tone' 0
198400 'tone' 0
198450 'tone' 0
198500 'tone' 0
202000 'tone' 0
202050 'tone' 0
202100 'tone' 0
202150 'tone' 0
202200 'tone' 0
202250 'tone' 0
202300 'tone' 0
202350 'tone' 0
202400 'tone' 0
202450 'tone' 0
202500 'tone' 0
1042000 'tone' 0
1042050 'tone' 0
1042100 'tone' 0
1042150 'tone' 0
1042200 'tone' 0
1042250 'tone' 0
1042300 'tone' 0
1042350 'tone' 0
1042400 'tone' 0
1042450 'tone' 0
1042500 'tone' 0
1046000 'tone' 0
1046050 'tone' 0
1046100 'tone' 0
1046150 'tone' 0
1046200 'tone' 0
1046250 'tone' 0
1046300 'tone' 0
1046350 'tone' 0
1046400 'tone' 0
1046450 'tone' 0
1046500 'tone' 0
1050000 'tone' 0
1050050 'tone' 0
1050100 'tone' 0
1050150 'tone' 0
1050200 'tone' 0
1050250 'tone' 0
1050300 'tone' 0
1050350 'tone' 0
1050400 'tone' 0
1050450 'tone' 0
1050500 'tone' 0
1054000 'tone' 0
1054050 'tone' 0
1054100 'tone' 0
1054150 'tone' 0
1054200 'tone' 0
1054250 'tone' 0
1054300 'tone' 0
1054350 'tone' 0
1054400 'tone' 0
1054450 'tone' 0
1054500 'tone' 0
1058000 'tone' 0
1058050 'tone' 0
1058100 'tone' 0
1058150 'tone' 0
1058200 'tone' 0
1058250 'tone' 0
1058300 'tone' 0
1058350 'tone' 0
1058400 'tone' 0
1058450 'tone' 0
1058500 'tone' 0
