edge_type_id target_query source_query distance_range model_template syn_weight dynamics_params delay
101 pop_name=='['PyrC']' * "[-10000, 10000]" tone2pyr 1.0 tone2PN.json 0.1
102 pop_name=='PV' * "[-10000, 10000]" tone2pyr 1.0 tone2INT.json 0.1
