5.2000000000999895 biophysical 2
46.10000000009952 biophysical 2
86.20000000009725 biophysical 2
127.00000000009493 biophysical 2
150.80000000010003 biophysical 2
266.20000000012624 biophysical 2
430.6000000001636 biophysical 2
4.300000000099993 biophysical 4
45.90000000009953 biophysical 4
86.10000000009725 biophysical 4
126.90000000009493 biophysical 4
150.10000000009987 biophysical 4
266.1000000001262 biophysical 4
426.40000000016266 biophysical 4
5.2000000000999895 biophysical 6
44.90000000009959 biophysical 6
68.60000000009825 biophysical 6
127.90000000009488 biophysical 6
146.60000000009907 biophysical 6
186.50000000010814 biophysical 6
205.10000000011237 biophysical 6
246.70000000012183 biophysical 6
387.0000000001537 biophysical 6
425.7000000001625 biophysical 6
466.00000000017167 biophysical 6
5.2000000000999895 biophysical 7
44.90000000009959 biophysical 7
68.60000000009825 biophysical 7
127.90000000009488 biophysical 7
146.60000000009907 biophysical 7
224.70000000011683 biophysical 7
247.10000000012192 biophysical 7
387.20000000015375 biophysical 7
425.8000000001625 biophysical 7
466.1000000001717 biophysical 7
491.40000000017744 biophysical 7
127.20000000009492 biophysical 8
297.3000000001333 biophysical 8
339.1000000001428 biophysical 9
18.500000000100126 biophysical 10
47.20000000009946 biophysical 10
74.6000000000979 biophysical 10
104.00000000009624 biophysical 10
115.80000000009557 biophysical 10
130.30000000009537 biophysical 10
150.60000000009998 biophysical 10
167.60000000010385 biophysical 10
182.20000000010717 biophysical 10
190.7000000001091 biophysical 10
205.00000000011235 biophysical 10
227.10000000011738 biophysical 10
249.6000000001225 biophysical 10
270.5000000001272 biophysical 10
280.30000000012944 biophysical 10
296.9000000001332 biophysical 10
315.8000000001375 biophysical 10
338.7000000001427 biophysical 10
363.90000000014845 biophysical 10
388.50000000015405 biophysical 10
400.90000000015687 biophysical 10
416.1000000001603 biophysical 10
431.3000000001638 biophysical 10
441.000000000166 biophysical 10
456.9000000001696 biophysical 10
465.6000000001716 biophysical 10
482.60000000017544 biophysical 10
494.4000000001781 biophysical 10
18.500000000100126 biophysical 11
47.20000000009946 biophysical 11
74.6000000000979 biophysical 11
104.30000000009622 biophysical 11
132.00000000009575 biophysical 11
157.50000000010155 biophysical 11
188.20000000010853 biophysical 11
225.20000000011694 biophysical 11
254.10000000012352 biophysical 11
285.20000000013056 biophysical 11
324.2000000001394 biophysical 11
342.5000000001436 biophysical 11
358.20000000014716 biophysical 11
382.2000000001526 biophysical 11
406.60000000015816 biophysical 11
430.30000000016355 biophysical 11
455.7000000001693 biophysical 11
473.1000000001733 biophysical 11
484.6000000001759 biophysical 11
631.4000000000735 biophysical 0
560.7000000001378 biophysical 1
505.4000000001806 biophysical 6
687.000000000023 biophysical 7
528.5000000001671 biophysical 8
631.0000000000739 biophysical 8
687.3000000000227 biophysical 8
712.7999999999995 biophysical 8
733.2999999999809 biophysical 8
776.9999999999411 biophysical 8
861.1999999998645 biophysical 8
